发生时间,开关机状态,加热中,保温中,实际温度,热水量,水流量,加热剩余时间,当前设置温度
20141019175220,开,开,关,39°C,25%,23,14分钟,50°C
20141019175222,开,开,关,39°C,25%,22,14分钟,50°C
20141019175228,开,开,关,39°C,25%,23,14分钟,50°C
20141019175230,开,开,关,39°C,25%,23,17分钟,50°C
20141019175232,开,开,关,39°C,25%,22,16分钟,50°C
20141019175234,开,开,关,38°C,25%,23,16分钟,50°C
20141019175236,开,开,关,38°C,25%,22,16分钟,50°C
20141019175238,开,开,关,38°C,25%,23,16分钟,50°C
20141019175240,开,开,关,38°C,25%,25,16分钟,50°C
20141019175242,开,开,关,38°C,25%,22,15分钟,50°C
20141019175244,开,开,关,38°C,25%,23,15分钟,50°C
20141019175247,开,开,关,39°C,25%,22,15分钟,50°C
20141019175249,开,开,关,39°C,25%,22,17分钟,50°C
20141019175251,开,开,关,39°C,25%,22,16分钟,50°C
20141019175257,开,开,关,38°C,25%,23,16分钟,50°C
20141019175301,开,开,关,38°C,25%,22,16分钟,50°C
20141019175309,开,开,关,38°C,25%,23,16分钟,50°C
20141019175311,开,开,关,38°C,25%,22,16分钟,50°C
20141019175323,开,开,关,38°C,25%,23,16分钟,50°C
20141019175327,开,开,关,38°C,25%,23,18分钟,50°C
20141019175329,开,开,关,37°C,25%,22,18分钟,50°C
20141019175335,开,开,关,37°C,25%,23,18分钟,50°C
20141019175337,开,开,关,37°C,25%,22,18分钟,50°C
20141019175339,开,开,关,37°C,25%,23,18分钟,50°C
20141019175341,开,开,关,37°C,25%,22,18分钟,50°C
20141019175343,开,开,关,37°C,25%,23,18分钟,50°C
20141019175345,开,开,关,37°C,25%,22,18分钟,50°C
20141019175349,开,开,关,37°C,25%,23,18分钟,50°C
20141019175351,开,开,关,37°C,25%,22,17分钟,50°C
20141019175357,开,开,关,37°C,25%,23,17分钟,50°C
20141019175401,开,开,关,37°C,25%,22,17分钟,50°C
20141019175405,开,开,关,37°C,25%,22,17分钟,50°C
20141019175411,开,开,关,37°C,25%,23,17分钟,50°C
20141019175415,开,开,关,37°C,25%,23,19分钟,50°C
20141019175417,开,开,关,36°C,25%,22,19分钟,50°C
20141019175423,开,开,关,36°C,25%,23,19分钟,50°C
20141019175425,开,开,关,36°C,25%,22,19分钟,50°C
20141019175432,开,开,关,36°C,25%,23,19分钟,50°C
20141019175436,开,开,关,36°C,25%,22,19分钟,50°C
20141019175442,开,开,关,36°C,25%,23,19分钟,50°C
20141019175444,开,开,关,36°C,25%,22,21分钟,50°C
20141019175446,开,开,关,36°C,25%,23,21分钟,50°C
20141019175450,开,开,关,35°C,25%,23,21分钟,50°C
20141019175452,开,开,关,35°C,25%,22,21分钟,50°C
20141019175454,开,开,关,35°C,25%,23,21分钟,50°C
20141019175456,开,开,关,35°C,25%,22,21分钟,50°C
20141019175458,开,开,关,35°C,25%,23,21分钟,50°C
20141019175500,开,开,关,35°C,25%,22,20分钟,50°C
20141019175502,开,开,关,35°C,25%,23,20分钟,50°C
20141019175504,开,开,关,35°C,25%,17,20分钟,50°C
20141019175539,开,开,关,34°C,25%,0,22分钟,50°C
20141019175540,开,开,关,34°C,25%,0,21分钟,50°C
20141019175542,开,开,关,35°C,25%,0,21分钟,50°C
20141019175546,开,开,关,35°C,25%,0,22分钟,50°C
20141019175625,开,开,关,34°C,25%,0,22分钟,50°C
20141019175629,开,开,关,34°C,25%,0,21分钟,50°C
20141019175641,开,开,关,35°C,25%,0,21分钟,50°C
20141019175741,开,开,关,35°C,25%,0,20分钟,50°C
20141019175838,开,开,关,35°C,25%,0,19分钟,50°C
20141019175842,开,开,关,36°C,25%,0,18分钟,50°C
20141019175904,开,开,关,37°C,25%,0,18分钟,50°C
20141019175947,开,开,关,37°C,25%,0,17分钟,50°C
20141019175949,开,开,关,37°C,25%,0,16分钟,50°C
20141019180021,开,开,关,38°C,25%,0,16分钟,50°C
20141019180025,开,开,关,38°C,25%,0,15分钟,50°C
20141019180057,开,开,关,39°C,25%,0,15分钟,50°C
20141019180126,开,开,关,39°C,25%,0,14分钟,50°C
20141019180134,开,开,关,40°C,25%,0,14分钟,50°C
20141019180202,开,开,关,40°C,25%,0,13分钟,50°C
20141019180244,开,开,关,41°C,25%,0,12分钟,50°C
20141019180309,开,开,关,41°C,25%,0,11分钟,50°C
20141019180328,开,开,关,42°C,25%,0,11分钟,50°C
20141019180359,开,开,关,42°C,25%,0,10分钟,50°C
20141019180403,开,开,关,42°C,25%,0,9分钟,50°C
20141019180448,开,开,关,43°C,25%,0,9分钟,50°C
20141019180452,开,开,关,43°C,25%,0,8分钟,50°C
20141019180540,开,开,关,44°C,25%,0,8分钟,50°C
20141019180542,开,开,关,45°C,25%,0,7分钟,50°C
20141019180546,开,开,关,45°C,25%,0,8分钟,50°C
20141019180548,开,开,关,44°C,25%,0,8分钟,50°C
20141019180553,开,开,关,44°C,25%,0,7分钟,50°C
20141019180554,开,开,关,45°C,25%,0,7分钟,50°C
20141019180625,开,开,关,45°C,25%,0,6分钟,50°C
20141019180629,开,开,关,45°C,25%,0,5分钟,50°C
20141019180707,开,开,关,46°C,25%,0,5分钟,50°C
20141019180735,开,开,关,46°C,25%,0,4分钟,50°C
20141019180737,开,开,关,47°C,25%,0,4分钟,50°C
20141019180741,开,开,关,47°C,25%,0,5分钟,50°C
20141019180743,开,开,关,46°C,25%,0,5分钟,50°C
20141019180747,开,开,关,46°C,25%,0,4分钟,50°C
20141019180800,开,开,关,47°C,25%,0,4分钟,50°C
20141019180856,开,开,关,47°C,25%,0,3分钟,50°C
20141019180900,开,开,关,47°C,25%,0,2分钟,50°C
20141019180945,开,开,关,48°C,25%,0,2分钟,50°C
20141019180949,开,开,关,48°C,25%,0,1分钟,50°C
20141019181011,开,开,关,49°C,25%,0,1分钟,50°C
20141019181033,开,开,关,49°C,25%,0,0分钟,50°C
20141019181035,开,关,开,50°C,100%,0,0分钟,50°C
20141019181329,开,关,开,50°C,50%,0,0分钟,50°C
20141019181335,开,关,开,51°C,50%,0,0分钟,50°C
20141019181341,开,关,开,50°C,50%,0,0分钟,50°C
20141019181802,开,关,开,51°C,50%,0,0分钟,50°C
20141019181814,开,关,开,50°C,50%,0,0分钟,50°C
20141019181844,开,关,开,51°C,50%,0,0分钟,50°C
20141019181850,开,关,开,50°C,50%,0,0分钟,50°C
20141019181902,开,关,开,51°C,50%,0,0分钟,50°C
20141019181926,开,关,开,50°C,50%,0,0分钟,50°C
20141019181939,开,关,开,51°C,50%,0,0分钟,50°C
20141019185423,开,关,开,50°C,50%,0,0分钟,50°C
20141019213245,关,关,关,48°C,50%,26,0分钟,50°C
20141019213247,关,关,关,48°C,50%,47,0分钟,50°C
20141019213251,关,关,关,48°C,50%,48,0分钟,50°C
20141019213253,关,关,关,48°C,50%,50,0分钟,50°C
20141019213303,关,关,关,48°C,50%,48,0分钟,50°C
20141019213306,关,关,关,48°C,50%,51,0分钟,50°C
20141019213308,关,关,关,48°C,50%,50,0分钟,50°C
20141019213310,关,关,关,48°C,50%,51,0分钟,50°C
20141019213322,关,关,关,48°C,50%,50,0分钟,50°C
20141019213324,关,关,关,48°C,50%,51,0分钟,50°C
20141019213326,关,关,关,48°C,50%,50,0分钟,50°C
20141019213328,关,关,关,48°C,50%,42,0分钟,50°C
20141019213330,关,关,关,48°C,50%,43,0分钟,50°C
20141019213332,关,关,关,48°C,50%,47,0分钟,50°C
20141019213334,关,关,关,48°C,50%,48,0分钟,50°C
20141019213340,关,关,关,48°C,50%,47,0分钟,50°C
20141019213344,关,关,关,48°C,50%,46,0分钟,50°C
20141019213346,关,关,关,48°C,50%,47,0分钟,50°C
20141019213348,关,关,关,48°C,50%,56,0分钟,50°C
20141019213350,关,关,关,48°C,50%,42,0分钟,50°C
20141019213400,关,关,关,48°C,50%,40,0分钟,50°C
20141019213406,关,关,关,48°C,50%,37,0分钟,50°C
20141019213408,关,关,关,48°C,50%,38,0分钟,50°C
20141019213410,关,关,关,48°C,50%,36,0分钟,50°C
20141019213412,关,关,关,48°C,50%,37,0分钟,50°C
20141019213414,关,关,关,48°C,50%,36,0分钟,50°C
20141019213423,关,关,关,48°C,50%,37,0分钟,50°C
20141019213424,关,关,关,48°C,50%,36,0分钟,50°C
20141019213426,关,关,关,48°C,50%,33,0分钟,50°C
20141019213442,关,关,关,48°C,50%,35,0分钟,50°C
20141019213444,关,关,关,48°C,50%,33,0分钟,50°C
20141019213449,关,关,关,48°C,50%,35,0分钟,50°C
20141019213451,关,关,关,48°C,50%,36,0分钟,50°C
20141019213459,关,关,关,48°C,50%,35,0分钟,50°C
20141019213503,关,关,关,48°C,50%,36,0分钟,50°C
20141019213505,关,关,关,48°C,50%,35,0分钟,50°C
20141019213507,关,关,关,48°C,50%,23,0分钟,50°C
20141019213638,关,关,关,47°C,50%,35,0分钟,50°C
20141019213640,关,关,关,47°C,50%,33,0分钟,50°C
20141019213650,关,关,关,47°C,50%,35,0分钟,50°C
20141019213652,关,关,关,47°C,50%,36,0分钟,50°C
20141019213710,关,关,关,47°C,50%,35,0分钟,50°C
20141019213712,关,关,关,47°C,50%,36,0分钟,50°C
20141019213718,关,关,关,47°C,50%,35,0分钟,50°C
20141019213720,关,关,关,47°C,50%,36,0分钟,50°C
20141019213726,关,关,关,47°C,50%,35,0分钟,50°C
20141019213728,关,关,关,47°C,50%,36,0分钟,50°C
20141019213736,关,关,关,47°C,50%,35,0分钟,50°C
20141019213741,关,关,关,47°C,50%,36,0分钟,50°C
20141019213754,关,关,关,47°C,50%,35,0分钟,50°C
20141019213800,关,关,关,47°C,50%,36,0分钟,50°C
20141019213802,关,关,关,47°C,50%,35,0分钟,50°C
20141019213804,关,关,关,47°C,50%,36,0分钟,50°C
20141019213810,关,关,关,47°C,50%,35,0分钟,50°C
20141019213813,关,关,关,47°C,50%,36,0分钟,50°C
20141019213815,关,关,关,47°C,50%,35,0分钟,50°C
20141019213817,关,关,关,47°C,50%,36,0分钟,50°C
20141019213819,关,关,关,47°C,50%,35,0分钟,50°C
20141019213821,关,关,关,47°C,50%,36,0分钟,50°C
20141019213831,关,关,关,47°C,50%,35,0分钟,50°C
20141019213843,关,关,关,47°C,50%,36,0分钟,50°C
20141019213847,关,关,关,47°C,50%,35,0分钟,50°C
20141019213849,关,关,关,47°C,50%,36,0分钟,50°C
20141019213853,关,关,关,47°C,50%,35,0分钟,50°C
20141019213859,关,关,关,47°C,50%,36,0分钟,50°C
20141019213903,关,关,关,47°C,50%,35,0分钟,50°C
20141019213905,关,关,关,47°C,50%,36,0分钟,50°C
20141019213909,关,关,关,47°C,50%,35,0分钟,50°C
20141019213912,关,关,关,47°C,50%,36,0分钟,50°C
20141019213915,关,关,关,47°C,50%,35,0分钟,50°C
20141019213917,关,关,关,47°C,50%,36,0分钟,50°C
20141019213923,关,关,关,47°C,50%,35,0分钟,50°C
20141019213925,关,关,关,46°C,50%,36,0分钟,50°C
20141019213927,关,关,关,46°C,50%,35,0分钟,50°C
20141019213929,关,关,关,46°C,50%,36,0分钟,50°C
20141019213931,关,关,关,46°C,50%,35,0分钟,50°C
20141019213933,关,关,关,46°C,50%,36,0分钟,50°C
20141019213939,关,关,关,46°C,50%,35,0分钟,50°C
20141019213943,关,关,关,46°C,50%,36,0分钟,50°C
20141019213945,关,关,关,46°C,50%,35,0分钟,50°C
20141019213950,关,关,关,46°C,50%,36,0分钟,50°C
20141019213956,关,关,关,46°C,50%,35,0分钟,50°C
20141019213958,关,关,关,46°C,50%,36,0分钟,50°C
20141019214012,关,关,关,46°C,50%,35,0分钟,50°C
20141019214014,关,关,关,46°C,50%,36,0分钟,50°C
20141019214026,关,关,关,46°C,50%,35,0分钟,50°C
20141019214030,关,关,关,46°C,50%,36,0分钟,50°C
20141019214034,关,关,关,45°C,25%,36,0分钟,50°C
20141019214038,关,关,关,45°C,25%,35,0分钟,50°C
20141019214040,关,关,关,45°C,25%,36,0分钟,50°C
20141019214050,关,关,关,45°C,25%,35,0分钟,50°C
20141019214052,关,关,关,45°C,25%,36,0分钟,50°C
20141019214054,关,关,关,45°C,25%,35,0分钟,50°C
20141019214058,关,关,关,44°C,25%,36,0分钟,50°C
20141019214108,关,关,关,44°C,25%,35,0分钟,50°C
20141019214110,关,关,关,44°C,25%,36,0分钟,50°C
20141019214112,关,关,关,44°C,25%,35,0分钟,50°C
20141019214118,关,关,关,44°C,25%,36,0分钟,50°C
20141019214122,关,关,关,43°C,25%,35,0分钟,50°C
20141019214126,关,关,关,43°C,25%,36,0分钟,50°C
20141019214130,关,关,关,43°C,25%,35,0分钟,50°C
20141019214132,关,关,关,43°C,25%,36,0分钟,50°C
20141019214137,关,关,关,43°C,25%,35,0分钟,50°C
20141019214139,关,关,关,42°C,25%,36,0分钟,50°C
20141019214149,关,关,关,42°C,25%,35,0分钟,50°C
20141019214155,关,关,关,41°C,25%,35,0分钟,50°C
20141019214159,关,关,关,41°C,25%,36,0分钟,50°C
20141019214201,关,关,关,41°C,25%,20,0分钟,50°C
20141019214705,关,关,关,37°C,25%,8,0分钟,50°C
20141019215430,关,关,关,37°C,25%,8,0分钟,50°C
20141019215438,关,关,关,37°C,25%,8,0分钟,50°C
20141020065933,关,关,关,36°C,0%,8,0分钟,50°C
20141020072254,关,关,关,35°C,0%,33,0分钟,50°C
20141020072520,关,关,关,35°C,0%,65,0分钟,50°C
20141020072522,关,关,关,35°C,0%,21,0分钟,50°C
20141020072600,关,关,关,35°C,0%,22,0分钟,50°C
20141020072602,关,关,关,35°C,0%,10,0分钟,50°C
20141020072622,关,关,关,35°C,0%,17,0分钟,50°C
20141020072627,关,关,关,35°C,0%,31,0分钟,50°C
20141020072743,关,关,关,35°C,0%,40,0分钟,50°C
20141020072747,关,关,关,35°C,0%,56,0分钟,50°C
20141020072749,关,关,关,35°C,0%,57,0分钟,50°C
20141020072751,关,关,关,35°C,0%,56,0分钟,50°C
20141020072755,关,关,关,35°C,0%,57,0分钟,50°C
20141020072759,关,关,关,35°C,0%,66,0分钟,50°C
20141020072809,关,关,关,35°C,0%,65,0分钟,50°C
20141020072818,关,关,关,35°C,0%,63,0分钟,50°C
20141020072820,关,关,关,35°C,0%,66,0分钟,50°C
20141020072822,关,关,关,35°C,0%,65,0分钟,50°C
20141020072824,关,关,关,35°C,0%,25,0分钟,50°C
20141020072842,关,关,关,35°C,0%,56,0分钟,50°C
20141020072844,关,关,关,35°C,0%,46,0分钟,50°C
20141020072904,关,关,关,35°C,0%,53,0分钟,50°C
20141020072906,关,关,关,35°C,0%,56,0分钟,50°C
20141020072908,关,关,关,35°C,0%,60,0分钟,50°C
20141020072916,关,关,关,35°C,0%,62,0分钟,50°C
20141020072920,关,关,关,35°C,0%,61,0分钟,50°C
20141020073019,关,关,关,35°C,0%,43,0分钟,50°C
20141020073027,关,关,关,35°C,0%,57,0分钟,50°C
20141020073029,关,关,关,35°C,0%,58,0分钟,50°C
20141020073035,关,关,关,35°C,0%,57,0分钟,50°C
20141020073041,关,关,关,35°C,0%,58,0分钟,50°C
20141020073043,关,关,关,35°C,0%,57,0分钟,50°C
20141020073045,关,关,关,35°C,0%,56,0分钟,50°C
20141020073047,关,关,关,35°C,0%,58,0分钟,50°C
20141020073051,关,关,关,35°C,0%,57,0分钟,50°C
20141020073053,关,关,关,35°C,0%,58,0分钟,50°C
20141020073310,关,关,关,35°C,0%,22,0分钟,50°C
20141020073312,关,关,关,35°C,0%,61,0分钟,50°C
20141020073325,关,关,关,35°C,0%,62,0分钟,50°C
20141020073326,关,关,关,35°C,0%,61,0分钟,50°C
20141020073329,关,关,关,35°C,0%,62,0分钟,50°C
20141020073331,关,关,关,35°C,0%,61,0分钟,50°C
20141020073339,关,关,关,35°C,0%,62,0分钟,50°C
20141020073341,关,关,关,35°C,0%,63,0分钟,50°C
20141020073405,关,关,关,35°C,0%,62,0分钟,50°C
20141020073407,关,关,关,35°C,0%,61,0分钟,50°C
20141020073415,关,关,关,35°C,0%,62,0分钟,50°C
20141020073417,关,关,关,35°C,0%,63,0分钟,50°C
20141020073419,关,关,关,34°C,0%,63,0分钟,50°C
20141020073435,关,关,关,34°C,0%,62,0分钟,50°C
20141020073437,关,关,关,34°C,0%,61,0分钟,50°C
20141020073445,关,关,关,34°C,0%,62,0分钟,50°C
20141020073447,关,关,关,34°C,0%,63,0分钟,50°C
20141020073451,关,关,关,34°C,0%,62,0分钟,50°C
20141020073453,关,关,关,34°C,0%,63,0分钟,50°C
20141020073455,关,关,关,33°C,0%,63,0分钟,50°C
20141020073457,关,关,关,33°C,0%,62,0分钟,50°C
20141020073501,关,关,关,33°C,0%,63,0分钟,50°C
20141020073508,关,关,关,33°C,0%,62,0分钟,50°C
20141020073509,关,关,关,33°C,0%,63,0分钟,50°C
20141020073512,关,关,关,33°C,0%,62,0分钟,50°C
20141020073514,关,关,关,32°C,0%,62,0分钟,50°C
20141020073524,关,关,关,32°C,0%,63,0分钟,50°C
20141020073526,关,关,关,32°C,0%,62,0分钟,50°C
20141020073530,关,关,关,32°C,0%,63,0分钟,50°C
20141020073536,关,关,关,32°C,0%,62,0分钟,50°C
20141020073544,关,关,关,31°C,0%,62,0分钟,50°C
20141020073546,关,关,关,31°C,0%,65,0分钟,50°C
20141020073548,关,关,关,31°C,0%,62,0分钟,50°C
20141020073550,关,关,关,31°C,0%,63,0分钟,50°C
20141020073552,关,关,关,31°C,0%,42,0分钟,50°C
20141020073848,关,关,关,31°C,0%,8,0分钟,50°C
20141020133354,关,关,关,31°C,0%,12,0分钟,50°C
20141020133356,关,关,关,31°C,0%,11,0分钟,50°C
20141020190253,开,开,关,31°C,0%,0,24分钟,50°C
20141020190325,开,开,关,32°C,0%,0,25分钟,50°C
20141020190339,开,开,关,32°C,0%,0,24分钟,50°C
20141020190341,开,开,关,32°C,0%,43,24分钟,50°C
20141020190343,开,开,关,33°C,0%,45,24分钟,50°C
20141020190347,开,开,关,33°C,0%,46,24分钟,50°C
20141020190349,开,开,关,33°C,0%,52,23分钟,50°C
20141020190351,开,开,关,33°C,0%,46,23分钟,50°C
20141020190355,开,开,关,33°C,0%,51,23分钟,50°C
20141020190357,开,开,关,33°C,0%,43,23分钟,50°C
20141020190359,开,开,关,33°C,0%,52,23分钟,50°C
20141020190405,开,开,关,33°C,0%,51,23分钟,50°C
20141020190407,开,开,关,33°C,0%,52,23分钟,50°C
20141020190409,开,开,关,33°C,0%,15,23分钟,50°C
20141020190448,开,开,关,33°C,0%,0,23分钟,50°C
20141020190530,开,开,关,34°C,0%,0,22分钟,50°C
20141020190600,开,开,关,34°C,0%,0,21分钟,50°C
20141020190617,开,开,关,35°C,0%,0,21分钟,50°C
20141020190717,开,开,关,35°C,0%,0,20分钟,50°C
20141020190719,开,开,关,35°C,0%,0,19分钟,50°C
20141020190812,开,开,关,36°C,0%,0,19分钟,50°C
20141020190814,开,开,关,36°C,0%,0,18分钟,50°C
20141020190840,开,开,关,37°C,0%,0,18分钟,50°C
20141020190920,开,开,关,37°C,0%,0,17分钟,50°C
20141020190922,开,开,关,38°C,0%,0,17分钟,50°C
20141020190957,开,开,关,38°C,0%,0,16分钟,50°C
20141020191033,开,开,关,39°C,0%,0,15分钟,50°C
20141020191051,开,开,关,39°C,0%,0,14分钟,50°C
20141020191103,开,开,关,40°C,0%,0,14分钟,50°C
20141020191146,开,开,关,40°C,0%,0,13分钟,50°C
20141020191232,开,开,关,41°C,0%,0,12分钟,50°C
20141020191258,开,开,关,41°C,0%,0,11分钟,50°C
20141020191321,开,开,关,42°C,0%,0,11分钟,50°C
20141020191343,开,开,关,42°C,0%,0,10分钟,50°C
20141020191345,开,开,关,42°C,0%,30,10分钟,50°C
20141020191351,开,开,关,42°C,0%,23,10分钟,50°C
20141020191353,开,开,关,42°C,0%,25,10分钟,50°C
20141020191357,开,开,关,42°C,0%,23,10分钟,50°C
20141020191359,开,开,关,42°C,0%,25,10分钟,50°C
20141020191403,开,开,关,42°C,0%,23,10分钟,50°C
20141020191405,开,开,关,42°C,0%,25,10分钟,50°C
20141020191407,开,开,关,42°C,0%,30,10分钟,50°C
20141020191421,开,开,关,42°C,0%,28,10分钟,50°C
20141020191427,开,开,关,42°C,0%,28,9分钟,50°C
20141020191433,开,开,关,42°C,0%,32,9分钟,50°C
20141020191435,开,开,关,42°C,0%,33,9分钟,50°C
20141020191448,开,开,关,42°C,0%,32,9分钟,50°C
20141020191452,开,开,关,42°C,0%,33,9分钟,50°C
20141020191504,开,开,关,42°C,0%,32,9分钟,50°C
20141020191506,开,开,关,42°C,0%,26,9分钟,50°C
20141020191510,开,开,关,43°C,0%,27,9分钟,50°C
20141020191512,开,开,关,43°C,0%,28,9分钟,50°C
20141020191514,开,开,关,43°C,0%,31,9分钟,50°C
20141020191518,开,开,关,43°C,0%,32,9分钟,50°C
20141020191520,开,开,关,42°C,0%,32,11分钟,50°C
20141020191522,开,开,关,42°C,0%,33,11分钟,50°C
20141020191526,开,开,关,42°C,0%,32,11分钟,50°C
20141020191528,开,开,关,42°C,0%,33,11分钟,50°C
20141020191530,开,开,关,42°C,0%,32,11分钟,50°C
20141020191532,开,开,关,43°C,0%,32,9分钟,50°C
20141020191534,开,开,关,43°C,0%,33,9分钟,50°C
20141020191538,开,开,关,43°C,0%,32,9分钟,50°C
20141020191550,开,开,关,43°C,0%,27,9分钟,50°C
20141020191552,开,开,关,43°C,0%,31,9分钟,50°C
20141020191554,开,开,关,43°C,0%,33,9分钟,50°C
20141020191602,开,开,关,43°C,0%,32,9分钟,50°C
20141020191604,开,开,关,43°C,0%,33,9分钟,50°C
20141020191606,开,开,关,43°C,0%,32,9分钟,50°C
20141020191610,开,开,关,43°C,0%,33,9分钟,50°C
20141020191626,开,开,关,43°C,0%,32,9分钟,50°C
20141020191629,开,开,关,43°C,0%,32,8分钟,50°C
20141020191631,开,开,关,43°C,0%,33,8分钟,50°C
20141020191633,开,开,关,43°C,0%,32,8分钟,50°C
20141020191635,开,开,关,43°C,0%,31,8分钟,50°C
20141020191641,开,开,关,43°C,0%,33,8分钟,50°C
20141020191645,开,开,关,43°C,0%,32,8分钟,50°C
20141020191649,开,开,关,43°C,0%,33,8分钟,50°C
